date,deposit.amount,business.day.of.month,weekday,prev.weekday,prev.date,next.date,is.wednesday.semiweekly,is.friday.semiweekly,is.month.start,is.month.end,is.year.start,is.year.end,is.monday,is.tuesday,is.wednesday,is.thursday,is.friday,is.fifteen,is.sixteen,is.second,is.eleventh,is.third,is.twelveth,is.xmas,is.post.thanksgiving,is.march.sixteen,is.april.sixteen,is.tax.season,third.monday.date,first.monday.date,first.wednesday.date,first.friday.date,first.semiweekly.date,is.third.monday,is.first.monday,is.first.wednesday,is.first.friday,is.first.semiweekly,day.average,day.count,month.length,month.deposit.amount,year.month,business.day.pct,forecast,lower.ci,upper.ci,value.y_intercept,value.is.monday,value.is.wednesday,value.is.thursday,value.is.friday,value.is.fifteen,value.is.sixteen,value.is.second,value.is.third,value.is.month.start,value.is.month.end,value.is.year.start,value.is.year.end,value.is.march.sixteen,value.is.april.sixteen,value.is.tax.season,value.is.post.thanksgiving,value.is.xmas,value.business.day.pct,value.is.first.wednesday,value.is.twelveth,value.is.wednesday.semiweekly,value.is.friday.semiweekly,fitted.value,predicted.mean,day,month,year,days.to.end,mtd.fitted,mtd.deposit,mtd.month.est,month.fitted,scale.factor
2020-01-16,14296,11,3,2,2020-01-15,2020-01-17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0.045558176529040775,0,0,0.9121016840535261,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0,1.2144123311962567,11771.9489770972,16,1,2020,10,12.730079377876395,135664,223796.2478813117,21.478261522419782,0.9777327638030407
2020-01-17,7935,12,4,3,2020-01-16,2020-01-21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0,0.6985930038930406,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0.11148690587966407,0,-0.13598583751920648,0.9308465428671879,8524.49854468886,17,1,2020,9,13.660925920743583,143599,220744.84683508612,21.478261522419782,0.9777327638030407
2020-01-21,18179,13,1,4,2020-01-17,2020-01-22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,1,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,1.3903905739156974,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0,1.647143044529387,11036.685648145396,21,1,2020,8,15.308068965272971,161778,221931.19247809838,21.478261522419782,0.9777327638030407
2020-01-22,4899,14,2,1,2020-01-21,2020-01-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0.12682365553579766,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0,0.38357612614948744,12771.910622223553,22,1,2020,7,15.691645091422458,166677,223062.46283337922,21.478261522419782,0.9777327638030407
2020-01-23,10214,15,3,2,2020-01-22,2020-01-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0.045558176529040775,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0.5224171502024458,-0,0.8247277973451764,12384.692298330641,23,1,2020,6,16.516372888767634,176891,224910.82182615777,21.478261522419782,0.9777327638030407
2020-01-24,9169,16,4,3,2020-01-23,2020-01-27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0,0.6985930038930406,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0.13598583751920648,0.8193596369875239,11190.446277913996,24,1,2020,5,17.33573252575516,186060,225387.6491342437,21.478261522419782,0.9777327638030407
2020-01-27,20702,17,0,4,2020-01-24,2020-01-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,1.3903905739156974,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0,1.647143044529387,12568.428752291435,27,1,2020,4,18.982875570284545,206762,228732.57446816395,21.478261522419782,0.9777327638030407
2020-01-28,2512,18,1,0,2020-01-27,2020-01-29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0,0.2567524706136898,9783.742271284937,28,1,2020,3,19.239628040898236,209274,228421.98355695567,21.478261522419782,0.9777327638030407
2020-01-29,9896,19,2,1,2020-01-28,2020-01-30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0.12682365553579766,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0.5224171502024458,-0,0.9059932763519333,10922.818367755632,29,1,2020,2,20.145621317250168,219170,228465.03106156076,21.478261522419782,0.9777327638030407
2020-01-30,3379,20,3,2,2020-01-29,2020-01-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0.045558176529040775,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0,0.30231064714273054,11177.244440235232,30,1,2020,1,20.4479319643929,222549,228557.53863707447,21.478261522419782,0.9777327638030407
2020-01-31,9895,21,4,3,2020-01-30,2020-02-03,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,2020-01-06,2020-01-01,2020-01-03,2020-01-01,0,0,0,0,0,11068.761904761905,21,31,232444,Jan 2020,0.6774193548387096,234424.968278729,224857.576236051,244399.440180713,-0.3775440108824427,0,0,0,0.6985930038930406,0,0,0,0,0,0.21096992103935783,0,0,0,-0,0,-0,0,0.6342964814961325,0,0,0,-0.13598583751920648,1.0303295580268816,9603.723316401096,31,1,2020,0,21.478261522419782,232444,227268.11454943402,21.478261522419782,0.9777327638030407
2020-02-03,39502,1,0,4,2020-01-31,2020-02-04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-17,2020-02-03,2020-02-05,2020-02-07,2020-02-05,0,1,0,0,0,11732.368421052632,19,29,222915,Feb 2020,0.6551724137931034,225394.38640291,215850.7827752,235359.949909717,-0.3775440108824427,1.3903905739156974,0,0,0,0,0,0,0,1.6552411404618053,0,0,0,0,-0,0,-0,0,0.6134657267671956,0,0,0,-0,3.2815534302622558,12037.59159784367,3,2,2020,18,3.2815534302622558,39502,228714.24035902973,18.794585616271164,1.0109294446774608
2020-02-04,3569,2,1,0,2020-02-03,2020-02-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020-02-17,2020-02-03,2020-02-05,2020-02-07,2020-02-05,0,0,0,0,0,11732.368421052632,19,29,222915,Feb 2020,0.6551724137931034,225394.38640291,215850.7827752,235359.949909717,-0.3775440108824427,0,0,0,0,0,0,0.30142438857337445,0,0,0,0,0,0,-0,0,-0,0,0.6134657267671956,0,0,0,-0,0.5373461044581274,6641.901691274127,4,2,2020,17,3.818899534720383,43071,214289.2193313273,18.794585616271164,1.0109294446774608
2020-02-05,11868,3,2,1,2020-02-04,2020-02-06,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-02-17,2020-02-03,2020-02-05,2020-02-07,2020-02-05,0,0,1,0,1,11732.368421052632,19,29,222915,Feb 2020,0.6551724137931034,225394.38640291,215850.7827752,235359.949909717,-0.3775440108824427,0,0.12682365553579766,0,0,0,0,0,0.07691193429022788,0,0,0,0,0,-0,0,-0,0,0.6134657267671956,0.11817892863273807,0,0.5224171502024458,-0,1.0802533845459623,10986.311331936442,5,2,2020,16,4.899152919266346,54939,213065.60893312888,18.794585616271164,1.0109294446774608
2020-02-06,3620,4,3,2,2020-02-05,2020-02-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-17,2020-02-03,2020-02-05,2020-02-07,2020-02-05,0,0,0,0,0,11732.368421052632,19,29,222915,Feb 2020,0.6551724137931034,225394.38640291,215850.7827752,235359.949909717,-0.3775440108824427,0,0,0.045558176529040775,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6134657267671956,0,0,0,-0,0.2814798924137936,12860.598918655141,6,2,2020,15,5.180632811680139,58559,214765.46214422098,18.794585616271164,1.0109294446774608
2020-02-07,8644,5,4,3,2020-02-06,2020-02-10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-02-17,2020-02-03,2020-02-05,2020-02-07,2020-02-05,0,0,0,1,0,11732.368421052632,19,29,222915,Feb 2020,0.6551724137931034,225394.38640291,215850.7827752,235359.949909717,-0.3775440108824427,0,0,0,0.6985930038930406,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0.6134657267671956,0,0,0,-0.13598583751920648,0.798528882258587,10824.905888877818,7,2,2020,14,5.979161693938726,67203,213551.174121013,18.794585616271164,1.0109294446774608
