date,final,seasonal,seasonal.adjustment,trend,irregular,adjustment.factor,adjustment.ratio,residual
2013-07-01,165915.879933977,0.955712080429256,165915.879933977,166285.0694428,0.997779779567342,0.995775691065519,0.995775691065519,0.00647409699892018
2013-08-01,166891.265423132,0.946345409548416,166891.265423132,167463.244338338,0.996584451009139,0.926357647346183,0.926357647346182,0.00160541504131672
2013-09-01,170063.393893006,0.922346963812881,170063.393893006,168652.671353446,1.0083646616934,0.94327765857081,0.943277658570811,0.0152583125255288
2013-10-01,170361.377659337,0.930855195218645,170361.377659337,169643.141271537,1.00423380740545,0.920138133148097,0.920138133148097,0.016721874566869
2013-11-01,172542.729466891,0.932521497153488,172542.729466891,170286.417880705,1.01325009718489,0.922449763555767,0.922449763555766,0.0206600775677721
2013-12-01,168415.145380731,1.14768937709897,168415.145380731,170729.797507164,0.986442600177416,1.15774623214088,1.15774623214088,-0.0394505036558128
2014-01-01,171443.213242605,1.06272777692739,171443.213242605,171324.775864684,1.00069130327078,1.07897534408804,1.07897534408804,-0.00345191599056909
2014-02-01,172242.984805512,1.03736725385137,172242.984805512,172046.07281191,1.0011445305922,1.02818701266685,1.02818701266684,0.00304306540619371
2014-03-01,174728.995783338,1.16908844258613,174728.995783338,172585.205763318,1.01242163261062,1.16738494996519,1.16738494996519,0.0139698513697532
2014-04-01,171385.136003213,0.978877740493517,171385.136003213,172922.228305743,0.991111077404043,0.977809417479812,0.977809417479812,-0.0251209856211246
2014-05-01,172586.610659159,0.960374376185144,172586.610659159,173373.698288864,0.995460167041066,0.94009030816661,0.940090308166611,-0.0159982519916317
2014-06-01,174774.701945234,0.954767804805535,174774.701945234,173981.337278244,1.00456005614971,0.976434221318115,0.976434221318115,0.00647326229131977
2014-07-01,174355.125249298,0.956798095668447,174355.125249298,174546.276776962,0.998904866198271,0.945782349467608,0.945782349467607,-0.00173035463462281
2014-08-01,175339.583022566,0.946017069607705,175339.583022566,175062.631239965,1.00158201542293,0.917528131564539,0.917528131564538,-0.0040804537769931
2014-09-01,172180.036555072,0.92138421675112,172180.036555072,175800.854628126,0.979403865352572,0.947967042321969,0.947967042321969,-0.0310662351764924
2014-10-01,178019.097567897,0.932656296886849,178019.097567897,176946.951520374,1.0060591382802,0.946915259671551,0.94691525967155,0.0214453838750484
2014-11-01,183038.194461584,0.933277833251955,183038.194461584,177855.191032341,1.02914170454716,0.893447405778047,0.893447405778046,0.0333157405372493
2014-12-01,176088.242522673,1.14612811213137,176088.242522673,178135.025606222,0.988509934660049,1.19417399473974,1.19417399473974,-0.0296889424371548
2015-01-01,175434.352433746,1.0623249216284,175434.352433746,178557.957760035,0.982506490522889,1.03988755605261,1.03988755605261,-0.0255551311713737
2015-02-01,181644.435583491,1.03729810366156,181644.435583491,179397.787472861,1.01252327658149,1.02811847442561,1.02811847442561,0.0187591699858055
2015-03-01,178703.537547057,1.16986536118705,178703.537547057,180256.061356213,0.991387120091967,1.18011653767328,1.18011653767328,-0.0113301497556432
2015-04-01,181483.982417115,0.978870719153569,181483.982417115,181152.850938307,1.00182791204826,0.980962604131234,0.980962604131235,0.00657076602100542
2015-05-01,181847.822777112,0.958901840368185,181847.822777112,182132.209032172,0.998438572416315,0.930024882438605,0.930024882438605,-0.00356060722004517
2015-06-01,183261.669617808,0.954871421085937,183261.669617808,183120.145599307,1.00077284789195,0.982420384881756,0.982420384881757,0.00465124292636136
2015-07-01,184319.097715006,0.958302919102863,184319.097715006,184094.907177144,1.00121779869579,0.972953981563461,0.972953981563461,0.00886598585905772
2015-08-01,186615.145242733,0.945550872356581,186615.145242733,184915.916668096,1.0091891958532,0.944173098977674,0.944173098977675,0.00790727926521129
2015-09-01,185728.262537733,0.922120903243866,185728.262537733,185473.648187389,1.00137277911354,0.92111452324195,0.92111452324195,0.00124960603705278
2015-10-01,184920.373970205,0.933708850478861,184920.373970205,185949.572356612,0.994465174760211,0.913987985051514,0.913987985051514,-0.01177826806384
2015-11-01,185978.486011925,0.930394588728842,185978.486011925,186588.41541156,0.996731150761482,0.951507907149288,0.951507907149287,-0.0200519771856999
2015-12-01,191052.963432494,1.14555556468326,191052.963432494,187115.949834441,1.02104050243464,1.13236662814938,1.13236662814938,0.0256710510335165
2016-01-01,185038.472357498,1.06491972007656,185038.472357498,187309.691724688,0.987874522955656,1.03285007471721,1.03285007471721,-0.0156105784954314
2016-02-01,186838.827909826,1.03642077799874,186838.827909826,187599.636791263,0.995944507705609,1.10974791653087,1.10974791653087,-0.0163031458322292
2016-03-01,187085.495673143,1.17164428755727,187085.495673143,188226.689373437,0.993937131317073,1.15815498801976,1.15815498801976,-0.00347699019222236
2016-04-01,188190.138513063,0.979557191564586,188190.138513063,189127.603245946,0.995043215708371,0.968977447175544,0.968977447175544,-0.00410785409290888
2016-05-01,192558.43507391,0.957143125539701,192558.43507391,190071.551716199,1.01308393252571,0.965530281385168,0.965530281385167,0.0113702629420461
2016-06-01,188723.891221467,0.955002762786878,188723.891221467,190895.542317407,0.988623877385626,0.957043641009112,0.957043641009112,-0.0150404005681205
2016-07-01,190718.896112771,0.959592099804545,190718.896112771,191934.190122527,0.993668173403705,0.930694354979095,0.930694354979095,0.00109813383492247
2016-08-01,196399.141187351,0.942710753164942,196399.141187351,193070.27823027,1.01724171626826,0.982229345982619,0.982229345982618,0.0149858485219125
2016-09-01,192984.148004753,0.923495193961154,192984.148004753,193908.316696375,0.995233991468917,0.925853246742317,0.925853246742317,-0.00167148749238923
2016-10-01,195959.875904322,0.934333033048446,195959.875904322,194554.311676036,1.00722453394211,0.932971605316103,0.932971605316103,0.0099958850580869
2016-11-01,193120.580432792,0.926671364472279,193120.580432792,195217.51776969,0.989258457125904,0.925660018209254,0.925660018209254,-0.0274743686691146
2016-12-01,192898.843816209,1.14404038941312,192898.843816209,196307.623123714,0.982635522486272,1.11987711137255,1.11987711137255,-0.017861117283931
2017-01-01,202094.076215703,1.06886438018671,202094.076215703,197724.849637499,1.02209750866527,1.07823051561107,1.07823051561107,0.0539585679355256
2017-02-01,198488.838815997,1.03593563215361,198488.838815997,198819.643824408,0.998336155311176,1.02676806018765,1.02676806018765,-0.00500834393138374
2017-03-01,183450.328854223,1.17535624984621,183450.328854223,199668.501650938,0.918774505429664,1.19332574308962,1.19332574308962,0.00904346962951523
2017-04-01,202980.35170276,0.980400344896949,202980.35170276,200367.575784161,1.01303991381027,0.93855882306765,0.938558823067651,0.012270431331412
2017-05-01,198534.608595561,0.95500658375944,198534.608595561,200875.209436578,0.988347985559884,0.995040619857028,0.995040619857028,-0.0323882878404743
2017-06-01,204174.512415199,0.955759476432707,204174.512415199,201335.552528954,1.01410063871276,0.958199912838075,0.958199912838076,0.0186816628128607
2017-07-01,202971.551113223,0.961170505282212,202971.551113223,201472.819426708,1.00743887781379,0.95976997235111,0.959769972351109,0.00149223910508096
2017-08-01,195645.11087697,0.939136136342368,195645.11087697,201629.424788917,0.970320235163036,0.928323734673909,0.92832373467391,-0.0616548875908868
2017-09-01,203997.106401658,0.924810247597466,203997.106401658,202406.328659978,1.00785932807641,0.914821799641384,0.914821799641384,0.0221629960565197
2017-10-01,202187.358340807,0.934917994283538,202187.358340807,203476.562891895,0.993664112796263,0.943110398022912,0.943110398022912,-0.00521356537460022
2017-11-01,200838.133429547,0.925276833593728,200838.133429547,204901.403770024,0.980169631511955,0.927254186343692,0.927254186343691,-0.0182204145939795
2017-12-01,207835.846280014,1.1429580604064,207835.846280014,206927.949060344,1.00438750407469,1.10853832062056,1.10853832062056,0.0241758177488016
2018-01-01,213091.629348516,1.06926954533167,213091.629348516,208849.810266463,1.02031038034769,1.1140935039345,1.1140935039345,0.0343020663237824
2018-02-01,195641.276952655,1.03493921891617,195641.276952655,195483.210514371,1.00080859342278,1.02578046476647,1.02578046476647,0.000561395690903739
2018-03-01,198966.772300413,1.17766905023354,198966.772300413,196214.248444657,1.01402815482349,1.1527955012191,1.1527955012191,0.0217728798044888
2018-04-01,194469.136552953,0.980132971329792,194469.136552953,196717.728260785,0.988569450614783,1.0023749961317,1.0023749961317,-0.0245377250960705
2018-05-01,198440.79564561,0.952761505137949,198440.79564561,197264.045875248,1.00596535351965,0.94179223275118,0.94179223275118,0.00112721403305372
2018-06-01,196385.931309031,0.95607101688447,196385.931309031,197910.880354523,0.99229476902553,0.945744935810782,0.945744935810782,-0.0114654763924014
2018-07-01,198113.736742036,0.963018479558137,198113.736742036,198731.14945636,0.996893226270703,0.97145711935463,0.971457119354629,0.00369296639966162
2018-08-01,200652.993267471,0.938451578630639,200652.993267471,199679.225771515,1.00487665901244,0.952799142872264,0.952799142872264,0.0096388398659444
2018-09-01,200488.740821891,0.926727890979538,200488.740821891,200546.906282587,0.99970996580414,0.887177001914606,0.887177001914606,0.00231321100192343
2018-10-01,201818.702886357,0.936703245602015,201818.702886357,201327.947199382,1.00243759345785,0.975970002695498,0.975970002695497,0.00530707972181367
2018-11-01,200193.597818388,0.927516560638372,200193.597818388,202186.932984202,0.990141127636717,0.929884881577875,0.929884881577875,-0.00735314083653169
2018-12-01,205299.490937199,1.14168099646064,205299.490937199,203145.840774101,1.01060149769688,1.14001743955417,1.14001743955417,0.00501348536280718
2019-01-01,200573.196816263,1.06629055983286,200573.196816263,204205.139934747,0.982214242405238,1.05401421204679,1.0540142120468,-0.0342791701589932
2019-02-01,204911.924929195,1.03290744862489,204911.924929195,205677.622539047,0.996277195348721,1.02376667474325,1.02376667474325,0.00321863228584665
2019-03-01,208228.310067886,1.17675693214103,208228.310067886,207468.281587013,1.00366334783833,1.14131935240948,1.14131935240948,0.0157629099666984
2019-04-01,212327.531522997,0.97879920198769,212327.531522997,208999.789244226,1.01592222791614,1.00703850539911,1.0070385053991,0.0275221178248691
2019-05-01,210852.488685429,0.949923804191243,210852.488685429,209979.997968327,1.00415511346578,0.964446762131352,0.964446762131353,-0.00310576455987686
2019-06-01,211733.115521419,0.956132648395998,211733.115521419,210539.122855698,1.00567112016772,0.915326823216722,0.915326823216722,0.00818722536595658
2019-07-01,209662.766360219,0.965347676536745,209662.766360219,210967.859893198,0.993813780290324,1.00581521297724,1.00581521297724,-0.00494898795888156
2019-08-01,210415.438832777,0.939393221544232,210415.438832777,211575.004487423,0.994519363676935,0.919552296510765,0.919552296510765,-0.00872837988266992
2019-09-01,212756.964110733,0.928703600824107,212756.964110733,212410.642500127,1.00163043436303,0.949778545885001,0.949778545885002,0.00586181961084555
2019-10-01,212899.736057891,0.939288771773488,212899.736057891,213312.859401174,0.998063298460097,0.928474612792615,0.928474612792615,0.000589462536108245
2019-11-01,217531.316304311,0.931584098016601,217531.316304311,214018.075595857,1.01641562610388,0.921522488833609,0.921522488833609,0.0249964868631555
2019-12-01,211729.508918561,1.14045084251205,211729.508918561,214470.665419278,0.987218967706572,1.15044426846373,1.15044426846373,-0.0372834433761364
2020-01-01,215011.324984187,1.06479870992444,215011.324984187,215070.939371778,0.999722815235916,1.08107793864856,1.08107793864856,-0.00675229299235581
2020-02-01,215618.741450604,1.03145846335543,215618.741450604,215893.800803479,0.998725950667174,1.03383870298245,1.03383870298245,-0.00793306067774523
2020-03-01,215752.454419118,1.1743128296197,215752.454419118,216841.751935083,0.994976532396348,1.18460297792725,1.18460297792725,-0.0119805550734882
2020-04-01,186736.527957227,0.976163854317978,186736.527957227,188897.966482039,0.988557640057932,0.978249954619715,0.978249954619715,-0.0160365393524115
2020-05-01,187486.572243283,0.946285412907249,187486.572243283,190609.233936917,0.983617468948714,0.917788393809437,0.917788393809438,-0.0115229252807581
2020-06-01,192474.290135957,0.955352838426567,192474.290135957,192955.964385118,0.997503708938481,0.982915691578162,0.982915691578162,0.0246976048678911
2020-07-01,198106.36431346,0.967185624607266,198106.36431346,195440.151895077,1.01364209141535,0.981972490758503,0.981972490758502,0.0496386426823861
2020-08-01,198035.699155843,0.940048998672202,198035.699155843,197597.111092515,1.00221960766989,0.938679242138627,0.938679242138626,0.0200472272437257
2020-09-01,199940.566025365,0.929960991261826,199940.566025365,199503.783929505,1.00218934241374,0.928946054781289,0.928946054781288,0.0177087208339219
2020-10-01,202571.475055818,0.941163001469691,202571.475055818,201247.229760655,1.00658019142295,0.921284696912909,0.921284696912908,0.021567723710156
2020-11-01,203838.041676436,0.934061853233899,203838.041676436,202716.348069614,1.0055333159733,0.955258392391186,0.955258392391185,0.0134395332118075
