day,1,2,3,4,5,6,7,8,9,10,11,12
21,0.08970131261641635,0.047852422915027774,-0.07698723187577802,-0.015085392329672487,0.0915228409603542,0.025652153097086933,-0.0041994702272585265,-0.03853105483173075,0.025023473742253968,0.10552112557949365,0.12067001646766837,0.2012478557230045
22,-0.018810193712664645,0.015602302327253046,-0.07616572462095819,-0.005037799649001161,0.08428971510499782,0.00908784441822773,-0.022512820193133436,-0.0458881034924649,-0.21596410027684734,0.03614559501475067,0.17067495242961117,0.0995049409668298
23,0.04240440301171994,0.043945810262615556,-0.12159526357273848,-0.01423142956684937,0.030862068661793876,-0.04734995724279757,-0.052047742822630035,-0.030635323150850637,-0.013531003485276069,0.03964769176161033,0.0468390518828756,0.2103438460311833
24,-0.0520483672063913,-0.014428977062202017,-0.11822038289216896,-0.03734483981459777,-0.061224907083316606,-0.0685130539173395,-0.09929015687601832,-0.05946832327490832,-0.03012598248504183,-0.02136806029906217,-1.069367296158546e-5,0.0318567487180025
25,-0.036203414748505997,0.044076366947443435,-0.05271982488138219,-0.045705241866241676,-0.07048066566865885,-0.03518616992599831,-0.07347256252422868,-0.025345183537858806,-0.022222592129892638,-0.05858062683146198,-0.011254160111904358,NA
26,-0.024965642607703325,0.1008777792403644,-0.17110483911189434,-0.002453130640213566,0.048030597775272306,0.0068668133067574634,-2.3191538442137206e-4,0.06416221113307757,0.07972481879543993,0.009631214145668174,0.06936802319392632,0.025631418164270944
27,0.004101352352068506,0.08054937039064679,-0.06255008698151494,0.003030358482653221,0.07521746594967067,0.0023872444828635458,-0.008342636769439693,0.02409617850823144,-0.013870269998639991,-0.03001733684822638,0.035302861528550035,-0.0332433403438766
28,0.1183043926826839,-0.0023203921015017863,-0.09679021143096445,-0.01580021867331176,0.047478800964261623,-0.024887283970283502,0.0025975214496930334,0.02871352156309554,-0.019402721053739407,-0.002319956758403456,0.13339427882852037,-0.0017171886336885302
29,4.4251012405192164e-4,0.19009907526831005,-0.0393462131666339,-0.06127016537100629,-0.03478293021493965,-0.00933243277806954,0.010178935905275549,-0.008149164376042675,-0.006998930143225695,-0.05536022716938332,0.13862717184897325,0.026547566018294007
30,0.006018952956392185,NA,-0.04736529071180499,-0.045582198549234634,-0.04016712196458001,0.00921235697959272,0.014643161479696342,0.003808023528437815,-0.043093403741901695,-0.04006045756196008,-0.2638380624674528,0.23012168955434276
31,0.010608279356699635,NA,-0.06804270022671018,NA,0.006807372915158632,NA,0.05362958252537072,-0.00821596536322217,NA,0.042064673145770115,NA,0.017861245495215058
